PLAYER_ID,PLAYER_NAME,draft_year,macro_archetype,shot_style_subtype,hybrid_archetype_label,prototype_fit_ambiguity,own_cluster_distance,shot_style_subtype_probability,identity_drift_class,box_role_y1_to_y4_displacement,shotstyle_y1_to_y4_displacement,shot_style_subtype_changes,realistic_comp_list,realistic_comp_similarity_mean,ceiling_comp_PLAYER_NAME,ceiling_comp_supported,median_comp_group_points,median_comp_group_minutes,median_comp_group_rebounds,median_comp_group_assists,supporting_shot_style_explanation,comp_based_interpretation
101129,Luther Head,2005,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,0.6151984951636765,5.193652711729494,1.0,role_shifting_materially,1.649001088994288,37.0465309347813,1.0,"Mike Miller, Keyon Dooling, Francisco Garcia, Dan Dickau, Keith Bogans",6.445382020142212,Ray Allen,1.0,341.0,1137.0,110.5,76.0,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"Closest realistic comps: Mike Miller, Keyon Dooling, Francisco Garcia, Dan Dickau, Keith Bogans. Comp group median later-career points: 341.0; minutes: 1137.0."
201147,Corey Brewer,2007,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,0.7866812313491471,4.914194202238388,1.0,role_shifting_materially,2.800701329436301,49.209972000138535,2.0,"DeShawn Stevenson, Al Thornton, Spencer Hawes, Jeff Green, Luther Head",7.301863042349288,Vince Carter,1.0,465.5,1274.5,219.25,80.75,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"Closest realistic comps: DeShawn Stevenson, Al Thornton, Spencer Hawes, Jeff Green, Luther Head. Comp group median later-career points: 465.5; minutes: 1274.5."
2580,Travis Hansen,2003,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.8473550904507019,4.892021757169771,1.0,insufficient_data,,,0.0,"Lionel Chalmers, Jay Williams, Jason Smith, Casey Jacobsen, Brian Scalabrine",7.693789272041675,Vince Carter,1.0,316.0,853.0,91.5,51.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Lionel Chalmers, Jay Williams, Jason Smith, Casey Jacobsen, Brian Scalabrine. Comp group median later-career points: 316.0; minutes: 853.0."
201144,Mike Conley,2007,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,0.6210208912174068,4.994332867926495,1.0,role_shifting_materially,1.5957940432387827,83.50549771840954,2.0,"Wilson Chandler, Jared Dudley, Gordan Giricek, Luther Head, Jeff Green",7.7250434730645186,Chauncey Billups,1.0,538.5,1420.25,224.25,88.25,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"Closest realistic comps: Wilson Chandler, Jared Dudley, Gordan Giricek, Luther Head, Jeff Green. Comp group median later-career points: 538.5; minutes: 1420.2."
101107,Marvin Williams,2005,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,0.5028014874780933,3.465674328835331,1.0,role_shifting_materially,1.5501903472723355,39.860296191712905,3.0,"Rudy Gay, Desmond Mason, Caron Butler, Charlie Villanueva, Shannon Brown",7.845596893802158,Kobe Bryant,1.0,744.5,1875.0,273.0,94.5,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"Closest realistic comps: Rudy Gay, Desmond Mason, Caron Butler, Charlie Villanueva, Shannon Brown. Comp group median later-career points: 744.5; minutes: 1875.0."
200772,Maurice Ager,2006,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.5849650014541843,5.123716606055025,1.0,insufficient_data,,,1.0,"Mardy Collins, Speedy Claxton, Joey Graham, Thabo Sefolosha, Frank Williams",7.99853822461022,Allen Iverson,1.0,347.5,1039.0,153.0,84.5,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Mardy Collins, Speedy Claxton, Joey Graham, Thabo Sefolosha, Frank Williams. Comp group median later-career points: 347.5; minutes: 1039.0."
200769,Shannon Brown,2006,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,0.6742092189724587,5.138689724109121,1.0,role_shifting_materially,1.8087797370235423,33.024861087827766,2.0,"Devean George, Marvin Williams, CJ Miles, Mickael Pietrus, Jay Williams",8.506485683149092,Kobe Bryant,1.0,505.5,1143.0,146.5,52.5,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"Closest realistic comps: Devean George, Marvin Williams, CJ Miles, Mickael Pietrus, Jay Williams. Comp group median later-career points: 505.5; minutes: 1143.0."
1628990,Chandler Hutchison,2018,Low-Usage Interior Bigs,Midrange Shot Creators,Low-Usage Interior Bigs | Midrange Shot Creators,0.9227471350052756,7.022060715593401,1.0,role_shifting_materially,7.626837396621892,,0.0,"Josh Harrellson, Rodions Kurucs, Harry Giles III, Moritz Wagner, Jeremy Tyler",8.605474010261034,Manu Ginobili,1.0,82.0,224.0,76.0,11.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Josh Harrellson, Rodions Kurucs, Harry Giles III, Moritz Wagner, Jeremy Tyler. Comp group median later-career points: 82.0; minutes: 224.0."
2201,Eddy Curry,2001,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,0.5616393124713598,4.86452927528474,1.0,role_shifting_materially,2.694254278629193,23.55219023276204,3.0,"Zaza Pachulia, Jamaal Magloire, Trevor Ariza, Andrew Bogut, Nick Collison",8.688482248233207,Tracy McGrady,1.0,398.5,1296.5,324.5,85.0,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"Closest realistic comps: Zaza Pachulia, Jamaal Magloire, Trevor Ariza, Andrew Bogut, Nick Collison. Comp group median later-career points: 398.5; minutes: 1296.5."
2245,Damone Brown,2001,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.7622445974093789,7.416069222561181,1.0,role_shifting_materially,3.4664104393565536,,0.0,"Tamar Slay, Cal Bowdler, Luke Jackson, Ersan Ilyasova, Quincy Lewis",8.97149703495838,Ray Allen,1.0,134.0,423.0,45.0,14.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Tamar Slay, Cal Bowdler, Luke Jackson, Ersan Ilyasova, Quincy Lewis. Comp group median later-career points: 134.0; minutes: 423.0."
200784,Bobby Jones,2006,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.9119299287820718,6.098161983853141,1.0,insufficient_data,,,1.0,"Shelden Williams, Devin Harris, Jerome Moiso, Tyrus Thomas, Donnell Harvey",9.124711901005744,Allen Iverson,1.0,192.0,555.0,125.0,16.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Shelden Williams, Devin Harris, Jerome Moiso, Tyrus Thomas, Donnell Harvey. Comp group median later-career points: 192.0; minutes: 555.0."
2038,Joel Przybilla,2000,Low-Usage Interior Bigs,Arc-Heavy Spacers,Low-Usage Interior Bigs | Arc-Heavy Spacers,0.7733687344341004,8.775350405187684,1.0,role_shifting_materially,3.7868080239380544,54.289763116585455,0.0,"Jake Voskuhl, Chris Richard, Lawrence Roberts, Evan Eschmeyer, Dan Gadzuric",9.20241522606388,Kobe Bryant,1.0,165.0,575.0,155.0,15.0,High-frequency perimeter shot makers and floor-spacing profiles.,"Closest realistic comps: Jake Voskuhl, Chris Richard, Lawrence Roberts, Evan Eschmeyer, Dan Gadzuric. Comp group median later-career points: 165.0; minutes: 575.0."
2228,Alton Ford,2001,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,0.8433942997652785,5.871941150109881,1.0,insufficient_data,,,0.0,"Ryan Hollins, Jake Tsakalidis, Jason Maxiell, Loren Woods, Donnell Harvey",9.3554553284773,Tracy McGrady,1.0,141.0,442.5,116.0,13.0,High-frequency perimeter shot makers and floor-spacing profiles.,"Closest realistic comps: Ryan Hollins, Jake Tsakalidis, Jason Maxiell, Loren Woods, Donnell Harvey. Comp group median later-career points: 141.0; minutes: 442.5."
2573,Maciej Lampe,2003,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.7859952458401617,7.314638107041363,1.0,insufficient_data,,,0.0,"Trenton Hassell, Rodney Buford, Quincy Douby, Shawne Williams, Nikoloz Tskitishvili",9.488355736999488,Dirk Nowitzki,1.0,202.0,573.0,74.0,21.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Trenton Hassell, Rodney Buford, Quincy Douby, Shawne Williams, Nikoloz Tskitishvili. Comp group median later-career points: 202.0; minutes: 573.0."
2044,Jason Collier,2000,Low-Usage Interior Bigs,Midrange Shot Creators,Low-Usage Interior Bigs | Midrange Shot Creators,0.8182879327491327,4.569567041353106,1.0,role_shifting_materially,2.9044626754894405,,1.0,"Qyntel Woods, Viktor Khryapa, Darius Songaila, Antoine Wright, Ronny Turiaf",9.526989839994531,Kobe Bryant,1.0,176.0,653.5,130.5,29.5,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Qyntel Woods, Viktor Khryapa, Darius Songaila, Antoine Wright, Ronny Turiaf. Comp group median later-career points: 176.0; minutes: 653.5."
2775,Ha Ha,2004,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,0.8221242948136261,6.948326946345623,1.0,insufficient_data,,,0.0,"Chris Richard, Ruben Boumtje-Boumtje, Greg Oden, Olumide Oyedeji, Todd MacCulloch",9.531770979018392,Tracy McGrady,1.0,67.5,390.0,97.0,12.5,High-frequency perimeter shot makers and floor-spacing profiles.,"Closest realistic comps: Chris Richard, Ruben Boumtje-Boumtje, Greg Oden, Olumide Oyedeji, Todd MacCulloch. Comp group median later-career points: 67.5; minutes: 390.0."
2060,Marko Jaric,2000,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,0.8453956629517264,7.416853612342008,1.0,insufficient_data,,,0.0,"Corey Brewer, Nate Robinson, Jordan Farmar, Francisco Garcia, Luther Head",9.578303786997685,Allen Iverson,1.0,386.0,1028.5,110.5,94.0,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"Closest realistic comps: Corey Brewer, Nate Robinson, Jordan Farmar, Francisco Garcia, Luther Head. Comp group median later-career points: 386.0; minutes: 1028.5."
2752,Sergei Monia,2004,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.7602072456776394,4.946522812905037,1.0,insufficient_data,,,0.0,"Royal Ivey, DerMarr Johnson, Quincy Lewis, Scott Padgett, Brian Scalabrine",9.586176012039354,Kobe Bryant,1.0,136.0,490.0,79.0,29.5,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Royal Ivey, DerMarr Johnson, Quincy Lewis, Scott Padgett, Brian Scalabrine. Comp group median later-career points: 136.0; minutes: 490.0."
202717,Trey Thompkins,2011,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.4975493755880172,4.4208162840485885,1.0,insufficient_data,,,0.0,"Kim English, Luka Samanic, Mfiondu Kabengele, Sonny Weems, Xavier Henry",9.650060124049464,Paul Pierce,1.0,98.5,407.0,47.0,18.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Kim English, Luka Samanic, Mfiondu Kabengele, Sonny Weems, Xavier Henry. Comp group median later-career points: 98.5; minutes: 407.0."
1626161,Willie Cauley-Stein,2015,Scoring Bigs / Two-Way Forwards,Midrange Shot Creators,Scoring Bigs / Two-Way Forwards | Midrange Shot Creators,0.5043962402973853,3.189009744957006,1.0,role_shifting_materially,2.627885501154057,76.45691762277765,1.0,"Willy Hernangomez, Dwight Powell, Jonas Valančiūnas, Larry Nance Jr., Josh McRoberts",9.917769492554095,Manu Ginobili,1.0,349.0,979.0,230.5,57.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Willy Hernangomez, Dwight Powell, Jonas Valančiūnas, Larry Nance Jr., Josh McRoberts. Comp group median later-career points: 349.0; minutes: 979.0."
1913,Michael Ruffin,1999,Low-Usage Interior Bigs,Arc-Heavy Spacers,Low-Usage Interior Bigs | Arc-Heavy Spacers,0.8541782506222992,8.86581674794828,1.0,insufficient_data,,,0.0,"Todd MacCulloch, Chris Richard, Greg Oden, Mark Madsen, Dan Gadzuric",9.989170914275885,Tracy McGrady,1.0,165.0,641.0,170.5,16.5,High-frequency perimeter shot makers and floor-spacing profiles.,"Closest realistic comps: Todd MacCulloch, Chris Richard, Greg Oden, Mark Madsen, Dan Gadzuric. Comp group median later-career points: 165.0; minutes: 641.0."
2764,Donta Smith,2004,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.8810871855936545,6.561070493684383,1.0,insufficient_data,,,0.0,"Javaris Crittenton, Qyntel Woods, Kirk Snyder, Viktor Khryapa, Boris Diaw",10.169662727074044,Kobe Bryant,1.0,242.0,593.0,99.5,42.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Javaris Crittenton, Qyntel Woods, Kirk Snyder, Viktor Khryapa, Boris Diaw. Comp group median later-career points: 242.0; minutes: 593.0."
201606,Sean Singletary,2008,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.6298280621162956,3.932120392098957,1.0,insufficient_data,,,0.0,"Jason Smith, Travis Hansen, Khalid El-Amin, Quincy Douby, Keyon Dooling",10.255337282894876,Chauncey Billups,1.0,314.0,853.0,79.0,31.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Jason Smith, Travis Hansen, Khalid El-Amin, Quincy Douby, Keyon Dooling. Comp group median later-career points: 314.0; minutes: 853.0."
2065,Mike Smith,2000,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.5237329900240028,3.392119675385341,1.0,insufficient_data,,,0.0,"DeMarre Carroll, Kim English, Jon Leuer, Will Barton, Quincy Douby",10.352821836138585,Manu Ginobili,1.0,119.0,407.0,55.0,25.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: DeMarre Carroll, Kim English, Jon Leuer, Will Barton, Quincy Douby. Comp group median later-career points: 119.0; minutes: 407.0."
1911,John Celestand,1999,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.6963231717411864,4.638434774332937,1.0,insufficient_data,,,0.0,"Maurice Ager, Travis Hansen, Frank Williams, Tamar Slay, Speedy Claxton",10.412566856964805,Allen Iverson,1.0,53.0,167.0,25.0,19.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Maurice Ager, Travis Hansen, Frank Williams, Tamar Slay, Speedy Claxton. Comp group median later-career points: 53.0; minutes: 167.0."
201169,Alando Tucker,2007,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.7524136439695381,6.42777019609587,1.0,insufficient_data,,,1.0,"Viktor Khryapa, Jason Collier, Devin Harris, Qyntel Woods, Corey Maggette",10.495988622119093,Tracy McGrady,1.0,176.0,502.5,94.5,29.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Viktor Khryapa, Jason Collier, Devin Harris, Qyntel Woods, Corey Maggette. Comp group median later-career points: 176.0; minutes: 502.5."
203095,Evan Fournier,2012,Perimeter Wings & Connectors,Balanced Three-Level Scorers,Perimeter Wings & Connectors | Balanced Three-Level Scorers,0.993429164078613,6.313294651499563,1.0,role_shifting_materially,2.415980602859716,,1.0,"Shai Gilgeous-Alexander, Josh Hart, Romeo Langford, Shake Milton, Kevin Huerter",10.672888957417474,Paul Pierce,1.0,548.0,1620.5,214.5,161.0,"Profiles with meaningful rim, midrange, and three-point balance.","Closest realistic comps: Shai Gilgeous-Alexander, Josh Hart, Romeo Langford, Shake Milton, Kevin Huerter. Comp group median later-career points: 548.0; minutes: 1620.5."
203517,Nemanja Nedovic,2013,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.5893118360780766,5.475997937749044,1.0,insufficient_data,,,0.0,"Erick Green, Rashad Vaughn, PJ Hairston, Luke Harangody, Jacob Evans",10.686431371981056,Paul Pierce,1.0,84.0,309.0,33.0,15.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Erick Green, Rashad Vaughn, PJ Hairston, Luke Harangody, Jacob Evans. Comp group median later-career points: 84.0; minutes: 309.0."
1629714,Jarrell Brantley,2019,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.7860921184432414,7.069026704365736,1.0,role_shifting_materially,4.997937844957691,,0.0,"Sergey Karasev, Erick Green, Frank Jackson, PJ Hairston, Nolan Smith",10.78279433787777,Paul Pierce,1.0,138.5,414.5,58.0,35.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Sergey Karasev, Erick Green, Frank Jackson, PJ Hairston, Nolan Smith. Comp group median later-career points: 138.5; minutes: 414.5."
2066,Soumaila Samake,2000,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,0.7737263910514419,5.7952962956603375,1.0,insufficient_data,,,0.0,"Leon Smith, Bernard Robinson, Corsley Edwards, Ryan Humphrey, Aaron Gray",10.827837102874934,Kobe Bryant,1.0,61.0,278.0,48.0,6.0,High-frequency perimeter shot makers and floor-spacing profiles.,"Closest realistic comps: Leon Smith, Bernard Robinson, Corsley Edwards, Ryan Humphrey, Aaron Gray. Comp group median later-career points: 61.0; minutes: 278.0."
202712,Justin Harper,2011,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.4868532131316551,4.487882861639309,1.0,insufficient_data,,,0.0,"Marquis Teague, Lorenzo Brown, Kevin Murphy, Josh Harrellson, Sergey Karasev",10.861646890790636,Paul Pierce,1.0,62.0,242.0,28.0,28.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Marquis Teague, Lorenzo Brown, Kevin Murphy, Josh Harrellson, Sergey Karasev. Comp group median later-career points: 62.0; minutes: 242.0."
1629630,Ja Morant,2019,High-Usage Primary Creators,Balanced Three-Level Scorers,High-Usage Primary Creators | Balanced Three-Level Scorers,0.6436476847004796,8.454770592039349,1.0,role_shifting_materially,4.104441042519001,31.454576282582902,1.0,"Trae Young, Shai Gilgeous-Alexander, Donovan Mitchell, Talen Horton-Tucker, Luka Dončić",11.025122856783137,Paul Pierce,1.0,1589.0,2154.5,289.0,351.0,"Profiles with meaningful rim, midrange, and three-point balance.","Closest realistic comps: Trae Young, Shai Gilgeous-Alexander, Donovan Mitchell, Talen Horton-Tucker, Luka Dončić. Comp group median later-career points: 1589.0; minutes: 2154.5."
