PLAYER_ID,PLAYER_NAME,realistic_comp_list,realistic_comp_similarity_mean,median_comp_group_points,median_comp_group_minutes,median_comp_group_rebounds,median_comp_group_assists,ceiling_comp_PLAYER_ID,ceiling_comp_PLAYER_NAME,ceiling_shot_embedding_distance,ceiling_pca_distance,ceiling_macro_role_match,ceiling_comp_supported,ceiling_comp_similarity_score,comp_based_interpretation
1882,Elton Brand,"Kenyon Martin, Luol Deng, Yao Ming, Carlos Boozer, Zach Randolph",6.999811600884239,1033.0,2049.0,592.0,127.0,1503,Tracy McGrady,18.612466420062052,10.343244226354663,0,1,15.718238652264466,"Closest realistic comps: Kenyon Martin, Luol Deng, Yao Ming, Carlos Boozer, Zach Randolph. Comp group median later-career points: 1033.0; minutes: 2049.0."
1883,Steve Francis,"Lamar Odom, Deron Williams, Leandro Barbosa, Jameer Nelson, Quentin Richardson",7.087425906579524,687.0,1621.0,194.5,253.0,977,Kobe Bryant,11.194735914019102,10.456750500150317,0,1,10.936441019165027,"Closest realistic comps: Lamar Odom, Deron Williams, Leandro Barbosa, Jameer Nelson, Quentin Richardson. Comp group median later-career points: 687.0; minutes: 1621.0."
1884,Baron Davis,"Deron Williams, Luke Walton, T.J. Ford, Mardy Collins, Dion Glover",7.465172644664781,415.0,1042.5,150.0,103.0,977,Kobe Bryant,8.569913333836721,10.104001778603177,0,1,9.10684428950498,"Closest realistic comps: Deron Williams, Luke Walton, T.J. Ford, Mardy Collins, Dion Glover. Comp group median later-career points: 415.0; minutes: 1042.5."
1885,Lamar Odom,"Steve Francis, James Posey, Mehmet Okur, T.J. Ford, Charlie Villanueva",6.657120278908491,550.5,1916.5,325.5,119.5,947,Allen Iverson,9.771989363156136,8.312907898248119,0,1,9.26131085043833,"Closest realistic comps: Steve Francis, James Posey, Mehmet Okur, T.J. Ford, Charlie Villanueva. Comp group median later-career points: 550.5; minutes: 1916.5."
1886,Jonathan Bender,"Mike Scott, Jon Leuer, Jeremy Lamb, Fred Jones, Chris Singleton",7.107713831680593,397.0,1039.5,171.5,56.0,1718,Paul Pierce,13.89495751667388,6.130091645813739,1,1,11.177254461872831,"Closest realistic comps: Mike Scott, Jon Leuer, Jeremy Lamb, Fred Jones, Chris Singleton. Comp group median later-career points: 397.0; minutes: 1039.5."
1887,Wally Szczerbiak,"Mike Miller, Gordan Giricek, Gilbert Arenas, Ryan Gomes, Francisco Garcia",6.066168672918452,689.5,1169.0,133.0,118.5,1497,Chauncey Billups,10.651560237166233,7.648765485422314,0,1,9.600582074055861,"Closest realistic comps: Mike Miller, Gordan Giricek, Gilbert Arenas, Ryan Gomes, Francisco Garcia. Comp group median later-career points: 689.5; minutes: 1169.0."
1888,Richard Hamilton,"Juan Dixon, Gerald Green, O.J. Mayo, Quincy Douby, Aaron Brooks",6.303748443974564,371.0,855.0,78.0,97.0,959,Steve Nash,13.278146532780541,9.382751380535472,0,1,11.914758229494767,"Closest realistic comps: Juan Dixon, Gerald Green, O.J. Mayo, Quincy Douby, Aaron Brooks. Comp group median later-career points: 371.0; minutes: 855.0."
1889,Andre Miller,"Mo Williams, Kirk Hinrich, Sebastian Telfair, Chris Paul, Luke Ridnour",8.119716712700257,663.5,1754.5,143.0,285.0,1938,Manu Ginobili,15.455708198595213,11.020618549618067,0,1,13.90342682145321,"Closest realistic comps: Mo Williams, Kirk Hinrich, Sebastian Telfair, Chris Paul, Luke Ridnour. Comp group median later-career points: 663.5; minutes: 1754.5."
1890,Shawn Marion,"LaMarcus Aldridge, Desmond Mason, Metta World Peace, Josh Howard, Rodney Buford",5.719742582860478,727.0,1956.5,271.0,99.5,1713,Vince Carter,13.24142999176646,8.593892636536284,0,1,11.614791917435898,"Closest realistic comps: LaMarcus Aldridge, Desmond Mason, Metta World Peace, Josh Howard, Rodney Buford. Comp group median later-career points: 727.0; minutes: 1956.5."
1891,Jason Terry,"Kirk Hinrich, Delonte West, Mike Dunleavy, Luke Ridnour, Aaron Brooks",8.497313843546333,531.0,1529.0,142.0,167.5,959,Steve Nash,18.777170587994984,9.983474269149063,0,1,15.699376876398912,"Closest realistic comps: Kirk Hinrich, Delonte West, Mike Dunleavy, Luke Ridnour, Aaron Brooks. Comp group median later-career points: 531.0; minutes: 1529.0."
1892,Trajan Langdon,"Nick Young, Austin Daye, Rudy Fernandez, Darrun Hilliard, Juan Dixon",6.706472945805297,288.0,816.0,75.0,52.0,959,Steve Nash,18.10556810819112,5.441033250259518,1,1,13.672980907915061,"Closest realistic comps: Nick Young, Austin Daye, Rudy Fernandez, Darrun Hilliard, Juan Dixon. Comp group median later-career points: 288.0; minutes: 816.0."
1894,Corey Maggette,"Linas Kleiza, Dion Glover, Joey Graham, Mehmet Okur, Luol Deng",5.8709692398547215,473.0,1057.0,199.0,76.5,1503,Tracy McGrady,14.86338705896972,6.684737318610237,0,1,12.0008596498439,"Closest realistic comps: Linas Kleiza, Dion Glover, Joey Graham, Mehmet Okur, Luol Deng. Comp group median later-career points: 473.0; minutes: 1057.0."
1895,William Avery,"Keyon Dooling, Chris Duhon, Bostjan Nachbar, Brian Scalabrine, Sasha Pavlovic",7.367886152737158,241.0,813.0,79.0,40.0,1497,Chauncey Billups,14.416263213605305,7.8598532424330845,0,1,12.121519723695027,"Closest realistic comps: Keyon Dooling, Chris Duhon, Bostjan Nachbar, Brian Scalabrine, Sasha Pavlovic. Comp group median later-career points: 241.0; minutes: 813.0."
1897,Metta World Peace,"Jason Richardson, Jeff Green, Caron Butler, Mike Miller, LaMarcus Aldridge",5.034603870493649,774.5,1875.0,273.0,131.5,1713,Vince Carter,12.262022353356254,6.737074825889731,0,1,10.32829071874297,"Closest realistic comps: Jason Richardson, Jeff Green, Caron Butler, Mike Miller, LaMarcus Aldridge. Comp group median later-career points: 774.5; minutes: 1875.0."
1898,Cal Bowdler,"David Noel, Rodney Carney, Tamar Slay, Speedy Claxton, DerMarr Johnson",6.861378283431664,319.0,857.0,123.0,55.0,951,Ray Allen,17.385911368540295,5.7155227418096874,0,1,13.301275349184582,"Closest realistic comps: David Noel, Rodney Carney, Tamar Slay, Speedy Claxton, DerMarr Johnson. Comp group median later-career points: 319.0; minutes: 857.0."
1899,James Posey,"Quentin Richardson, Mehmet Okur, Charlie Villanueva, Casey Jacobsen, Caron Butler",5.846655938728089,613.0,1621.0,273.0,93.0,947,Allen Iverson,8.129010035057242,5.724496764608146,0,1,7.287430390400059,"Closest realistic comps: Quentin Richardson, Mehmet Okur, Charlie Villanueva, Casey Jacobsen, Caron Butler. Comp group median later-career points: 613.0; minutes: 1621.0."
1900,Quincy Lewis,"DerMarr Johnson, Rashad McCants, Bostjan Nachbar, Metta World Peace, Ersan Ilyasova",5.464602922281759,431.0,924.0,96.0,55.0,1713,Vince Carter,13.289230666617797,4.89465969518557,1,1,10.351130826616519,"Closest realistic comps: DerMarr Johnson, Rashad McCants, Bostjan Nachbar, Metta World Peace, Ersan Ilyasova. Comp group median later-career points: 431.0; minutes: 924.0."
1901,Dion Glover,"Linas Kleiza, Antoine Wright, Kirk Snyder, Corey Maggette, Quentin Richardson",5.66931792978346,473.0,1096.5,199.0,61.0,947,Allen Iverson,13.659979340923371,4.114862764448358,1,1,10.319188539157118,"Closest realistic comps: Linas Kleiza, Antoine Wright, Kirk Snyder, Corey Maggette, Quentin Richardson. Comp group median later-career points: 473.0; minutes: 1096.5."
1902,Jeff Foster,"Serge Ibaka, Anthony Bennett, Thomas Robinson, Tyler Zeller, Josh McRoberts",8.427930746778497,239.0,614.0,151.0,33.0,1495,Tim Duncan,17.712343538715857,9.001567645741476,0,1,14.663571976174822,"Closest realistic comps: Serge Ibaka, Anthony Bennett, Thomas Robinson, Tyler Zeller, Josh McRoberts. Comp group median later-career points: 239.0; minutes: 614.0."
1903,Kenny Thomas,"Chris Kaman, Hakim Warrick, Stromile Swift, Darius Miles, Donnell Harvey",5.676055495907287,391.0,1029.0,250.0,32.5,1503,Tracy McGrady,29.377791893902263,5.526436373460811,0,1,21.029817461747754,"Closest realistic comps: Chris Kaman, Hakim Warrick, Stromile Swift, Darius Miles, Donnell Harvey. Comp group median later-career points: 391.0; minutes: 1029.0."
