PLAYER_ID,PLAYER_NAME,draft_year,year5_salary_cap_pct,target_observed_flag,training_eligible_flag,holdout_for_case_study,holdout_reason,split_group_draft_year,modeling_row_status,baseline_selected_model,predicted_year5_salary_cap_pct,prediction_status,protected_price_cap_pct,fair_price_cap_pct,walk_away_max_cap_pct,anchor_band_width,anchor_band_relative_width,market_anchor_supported_flag,market_anchor_band_text,historical_year5_salary_cap_pct_observed,historical_year5_salary_observed_flag,macro_archetype,shot_style_subtype,hybrid_archetype_label,scarcity_tier,scarcity_wording,prototype_fit_ambiguity,ambiguity_band,identity_drift_class,drift_signal,realistic_comp_list,realistic_comp_similarity_mean,comp_salary_match_count,comp_salary_match_rate,comp_salary_anchor_support,detail_effective_comp_n,detail_same_macro_share,detail_anchor_std_weighted,comp_support_bucket,anchor_width_band,decision_card_band_text,decision_card_support_text,provisional_action_bucket,provisional_action_reason,decision_card_label,decision_status,supporting_shot_style_explanation,block2_market_context_interpretation,holdout_for_case_study_decision,holdout_reason_decision,forecast_overlay_available_flag,forecast_merge_method,forecast_outlook_bucket,forecast_confidence_proxy,forecast_performance_tier,predicted_class,prob_Bust,prob_Neutral,prob_Sleeper,predicted_performance_score_per_game_5to7_avg,baseline_vs_protected_gap,baseline_vs_fair_gap,baseline_vs_walkaway_gap,baseline_vs_fair_gap_abs,baseline_vs_fair_gap_pct,model_market_alignment_bucket,pricing_anchor_preference,market_model_midpoint_cap_pct,forecast_overlay_signal,interim_reconciliation_note,reconciliation_status
1882,Elton Brand,1999,0.25,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.2136673338376377,baseline_prediction_from_training_schema,0.2070947787366032,0.2070947787366032,0.2155127877820834,0.0084180090454802,0.040648098888996,1,"Protected around 0.207 of cap, fair around 0.207, walk-away max around 0.216.",0.25,1,Scoring Bigs / Two-Way Forwards,Arc-Heavy Spacers,Scoring Bigs / Two-Way Forwards | Arc-Heavy Spacers,selective_premium,"Valuable scoring frontcourt archetype, but price discipline still matters because replacement is not impossible.",0.8156868515108351,medium_ambiguity,role_shifting_materially,elevated_drift_risk,"Kenyon Martin, Luol Deng, Yao Ming, Carlos Boozer, Zach Randolph",6.999811600884239,5,1.0,medium,4.990940618425893,1.0,0.0253262698373559,strong,narrow,"Protected around 0.207 of cap, fair around 0.207, walk-away max around 0.216.",Comp support strong; drift elevated_drift_risk; archetype selective_premium.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; frontcourt scoring archetype can justify a selective premium; prototype fit is only moderately clear; market anchor band is narrow; role identity is still shifting materially.","Elton Brand — Scoring Bigs / Two-Way Forwards | Protected 0.207, fair 0.207, walk-away 0.216",provisional_block2_only,High-frequency perimeter shot makers and floor-spacing profiles.,"This player sits in the Scoring Bigs / Two-Way Forwards market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.212 to 0.216 of cap, with a weighted midpoint near 0.215. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.006572555101034494,0.006572555101034494,-0.001845453944445713,0.006572555101034494,0.03173694257832498,between_fair_and_walkaway,market_band_confirmed_by_model,0.21038105628712045,no_forecast_overlay,Market anchor and baseline model are directionally aligned. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
1883,Steve Francis,1999,0.25,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.2188518732988254,baseline_prediction_from_training_schema,0.1312201772324471,0.163547081388785,0.2135857885615251,0.0823656113290779,0.5036201846566618,1,"Protected around 0.131 of cap, fair around 0.164, walk-away max around 0.214.",0.25,1,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,scarce,Scarce offensive engine archetype; earlier disciplined offers can be justified when comp support is credible.,0.5036629756697013,low_ambiguity,role_shifting_materially,elevated_drift_risk,"Lamar Odom, Deron Williams, Leandro Barbosa, Jameer Nelson, Quentin Richardson",7.087425906579524,5,1.0,medium,4.975372326063237,0.8,0.0508043131960849,strong,balanced,"Protected around 0.131 of cap, fair around 0.164, walk-away max around 0.214.",Comp support strong; drift elevated_drift_risk; archetype scarce.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; role family is relatively scarce; prototype fit is relatively clear; market anchor band is balanced; role identity is still shifting materially.","Steve Francis — High-Usage Primary Creators | Protected 0.131, fair 0.164, walk-away 0.214",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the High-Usage Primary Creators market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.131 to 0.214 of cap, with a weighted midpoint near 0.132. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.0876316960663783,0.055304791910040424,0.005266084737300308,0.055304791910040424,0.3381582321152499,above_walkaway,model_premium_vs_market_review,0.1911994773438052,no_forecast_overlay,Baseline model sits above the walk-away max; review whether the market anchor is too conservative or the model is overstating value. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
1884,Baron Davis,1999,0.25,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.2090092233369982,baseline_prediction_from_training_schema,0.0719036491101923,0.114712395616611,0.2135857885615251,0.1416821394513328,1.2351074937433912,1,"Protected around 0.072 of cap, fair around 0.115, walk-away max around 0.214.",0.25,1,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,scarce,Scarce offensive engine archetype; earlier disciplined offers can be justified when comp support is credible.,0.6375559662332309,low_ambiguity,role_shifting_materially,elevated_drift_risk,"Deron Williams, Luke Walton, T.J. Ford, Mardy Collins, Dion Glover",7.465172644664781,4,0.8,medium,6.172811779735612,0.5,0.0724613757558511,strong,wide,"Protected around 0.072 of cap, fair around 0.115, walk-away max around 0.214.",Comp support strong; drift elevated_drift_risk; archetype scarce.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; role family is relatively scarce; prototype fit is relatively clear; market anchor band is wide; role identity is still shifting materially.","Baron Davis — High-Usage Primary Creators | Protected 0.072, fair 0.115, walk-away 0.214",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the High-Usage Primary Creators market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.072 to 0.214 of cap, with a weighted midpoint near 0.144. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.13710557422680592,0.09429682772038721,-0.004576565224526902,0.09429682772038721,0.8220282316790227,between_fair_and_walkaway,market_band_confirmed_by_model,0.1618608094768046,no_forecast_overlay,Market anchor and baseline model are directionally aligned. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
1885,Lamar Odom,1999,0.227271806569343,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.1596910417229962,baseline_prediction_from_training_schema,0.1126516464471403,0.1583432735512024,0.1666666666666666,0.0540150202195263,0.3411260801176996,1,"Protected around 0.113 of cap, fair around 0.158, walk-away max around 0.167.",0.227271806569343,1,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,scarce,Scarce offensive engine archetype; earlier disciplined offers can be justified when comp support is credible.,0.8095339608882459,medium_ambiguity,role_shifting_materially,elevated_drift_risk,"Steve Francis, James Posey, Mehmet Okur, T.J. Ford, Charlie Villanueva",6.657120278908503,5,1.0,medium,4.989385769755957,0.4,0.0518965181080038,moderate,narrow,"Protected around 0.113 of cap, fair around 0.158, walk-away max around 0.167.",Comp support moderate; drift elevated_drift_risk; archetype scarce.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is usable but not airtight; role family is relatively scarce; prototype fit is only moderately clear; market anchor band is narrow; role identity is still shifting materially.","Lamar Odom — High-Usage Primary Creators | Protected 0.113, fair 0.158, walk-away 0.167",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the High-Usage Primary Creators market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.113 to 0.167 of cap, with a weighted midpoint near 0.144. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.04703939527585589,0.0013477681717938006,-0.006975624943670405,0.0013477681717938006,0.008511685666003247,between_fair_and_walkaway,market_band_confirmed_by_model,0.15901715763709928,no_forecast_overlay,Market anchor and baseline model are directionally aligned. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
1886,Jonathan Bender,1999,0.1322992700729927,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.0478979054651233,baseline_prediction_from_training_schema,0.035407125330614,0.0453275609327227,0.0583419591606285,0.0229348338300145,0.5059798797481175,1,"Protected around 0.035 of cap, fair around 0.045, walk-away max around 0.058.",0.1322992700729927,1,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,replaceable_middle,Useful middle-class wing archetype; offers should stay disciplined unless other evidence is unusually strong.,0.9613232201234104,high_ambiguity,role_shifting_materially,elevated_drift_risk,"Mike Scott, Jon Leuer, Jeremy Lamb, Fred Jones, Chris Singleton",7.107713831680593,4,0.8,medium,6.159149471494518,0.75,0.0224259625938543,strong,balanced,"Protected around 0.035 of cap, fair around 0.045, walk-away max around 0.058.",Comp support strong; drift elevated_drift_risk; archetype replaceable_middle.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; wing archetype sits in the replaceable middle; prototype fit remains ambiguous; market anchor band is balanced; role identity is still shifting materially.","Jonathan Bender — Perimeter Wings & Connectors | Protected 0.035, fair 0.045, walk-away 0.058",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.035 to 0.058 of cap, with a weighted midpoint near 0.035. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.0124907801345093,0.002570344532400598,-0.010444053695505204,0.002570344532400598,0.05670599695879565,between_fair_and_walkaway,market_band_confirmed_by_model,0.046612733198923,no_forecast_overlay,Market anchor and baseline model are directionally aligned. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
1887,Wally Szczerbiak,1999,0.1824817518248175,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.2046606438076653,baseline_prediction_from_training_schema,0.0670277296360485,0.1112507675146425,0.1367677228174151,0.0697399931813665,0.6268720184082112,1,"Protected around 0.067 of cap, fair around 0.111, walk-away max around 0.137.",0.1824817518248175,1,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,scarce,Scarce offensive engine archetype; earlier disciplined offers can be justified when comp support is credible.,0.9314828629863138,high_ambiguity,role_shifting_materially,elevated_drift_risk,"Mike Miller, Gordan Giricek, Gilbert Arenas, Ryan Gomes, Francisco Garcia",6.066168672918453,5,1.0,high,4.8987237311496585,0.4,0.0580392831007066,strong,balanced,"Protected around 0.067 of cap, fair around 0.111, walk-away max around 0.137.",Comp support strong; drift elevated_drift_risk; archetype scarce.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; role family is relatively scarce; prototype fit remains ambiguous; market anchor band is balanced; role identity is still shifting materially.","Wally Szczerbiak — High-Usage Primary Creators | Protected 0.067, fair 0.111, walk-away 0.137",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the High-Usage Primary Creators market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.067 to 0.137 of cap, with a weighted midpoint near 0.101. Comp-market support is high, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.1376329141716168,0.0934098762930228,0.06789292099025021,0.0934098762930228,0.8396335448268119,above_walkaway,model_premium_vs_market_review,0.1579557056611539,no_forecast_overlay,Baseline model sits above the walk-away max; review whether the market anchor is too conservative or the model is overstating value. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
1888,Richard Hamilton,1999,0.1482664233576642,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.1981731945054068,baseline_prediction_from_training_schema,0.0479909664063235,0.0581319626630899,0.0692578044242299,0.0212668380179063,0.3658372613558682,1,"Protected around 0.048 of cap, fair around 0.058, walk-away max around 0.069.",0.1482664233576642,1,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,scarce,Scarce offensive engine archetype; earlier disciplined offers can be justified when comp support is credible.,0.725736046526192,medium_ambiguity,role_shifting_materially,elevated_drift_risk,"Juan Dixon, Gerald Green, O.J. Mayo, Quincy Douby, Aaron Brooks",6.303748443974564,2,0.4,low,11.815901502803548,0.5,0.0106220110926837,weak,narrow,"Protected around 0.048 of cap, fair around 0.058, walk-away max around 0.069.",Comp support weak; drift elevated_drift_risk; archetype scarce.,wait_and_save_flexibility,Wait and save flexibility: comp support is weak; role family is relatively scarce; prototype fit is only moderately clear; market anchor band is narrow; role identity is still shifting materially.,"Richard Hamilton — High-Usage Primary Creators | Protected 0.048, fair 0.058, walk-away 0.069",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the High-Usage Primary Creators market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.048 to 0.069 of cap, with a weighted midpoint near 0.048. Comp-market support is low, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.1501822280990833,0.1400412318423169,0.12891539008117692,0.1400412318423169,2.4090229441235462,above_walkaway,model_premium_vs_market_review,0.12815257858424833,no_forecast_overlay,Baseline model sits above the walk-away max; review whether the market anchor is too conservative or the model is overstating value. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
1889,Andre Miller,1999,0.1824817518248175,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.1732222141255529,baseline_prediction_from_training_schema,0.0391956373551465,0.1479790366199348,0.2022290131224159,0.1630333757672694,1.1017329176564363,1,"Protected around 0.039 of cap, fair around 0.148, walk-away max around 0.202.",0.1824817518248175,1,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,scarce,Scarce offensive engine archetype; earlier disciplined offers can be justified when comp support is credible.,0.6068882496214357,low_ambiguity,role_shifting_materially,elevated_drift_risk,"Mo Williams, Kirk Hinrich, Sebastian Telfair, Chris Paul, Luke Ridnour",8.119716712700257,4,0.8,medium,6.466735417194226,0.75,0.0762474118503411,strong,wide,"Protected around 0.039 of cap, fair around 0.148, walk-away max around 0.202.",Comp support strong; drift elevated_drift_risk; archetype scarce.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; role family is relatively scarce; prototype fit is relatively clear; market anchor band is wide; role identity is still shifting materially.","Andre Miller — High-Usage Primary Creators | Protected 0.039, fair 0.148, walk-away 0.202",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the High-Usage Primary Creators market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.039 to 0.202 of cap, with a weighted midpoint near 0.202. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.13402657677040639,0.02524317750561808,-0.02900679899686301,0.02524317750561808,0.17058617275940205,between_fair_and_walkaway,market_band_confirmed_by_model,0.16060062537274383,no_forecast_overlay,Market anchor and baseline model are directionally aligned. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
1890,Shawn Marion,1999,0.25,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.2299419983618477,baseline_prediction_from_training_schema,0.1248559306569343,0.134753979181723,0.1937151126731445,0.0688591820162102,0.5109992479209085,1,"Protected around 0.125 of cap, fair around 0.135, walk-away max around 0.194.",0.25,1,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,selective_premium,"Valuable scoring frontcourt archetype, but price discipline still matters because replacement is not impossible.",0.6462030126387787,low_ambiguity,role_shifting_materially,elevated_drift_risk,"LaMarcus Aldridge, Desmond Mason, Metta World Peace, Josh Howard, Rodney Buford",5.719742582860478,5,1.0,high,4.8123041038122585,0.6,0.0626553418670381,strong,balanced,"Protected around 0.125 of cap, fair around 0.135, walk-away max around 0.194.",Comp support strong; drift elevated_drift_risk; archetype selective_premium.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; frontcourt scoring archetype can justify a selective premium; prototype fit is relatively clear; market anchor band is balanced; role identity is still shifting materially.","Shawn Marion — Scoring Bigs / Two-Way Forwards | Protected 0.125, fair 0.135, walk-away 0.194",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Scoring Bigs / Two-Way Forwards market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.125 to 0.194 of cap, with a weighted midpoint near 0.149. Comp-market support is high, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.1050860677049134,0.0951880191801247,0.03622688568870319,0.0951880191801247,0.7063837354424877,above_walkaway,model_premium_vs_market_review,0.18234798877178535,no_forecast_overlay,Baseline model sits above the walk-away max; review whether the market anchor is too conservative or the model is overstating value. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
1891,Jason Terry,1999,0.1900851505474452,1,1,0,,1999,trainable_target_observed,ridge_alpha_10,0.1919390872873236,baseline_prediction_from_training_schema,0.0656100886162235,0.132209027100139,0.2022290131224159,0.1366189245061924,1.0333554939687533,1,"Protected around 0.066 of cap, fair around 0.132, walk-away max around 0.202.",0.1900851505474452,1,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,scarce,Scarce offensive engine archetype; earlier disciplined offers can be justified when comp support is credible.,0.4846568055403031,low_ambiguity,role_shifting_materially,elevated_drift_risk,"Kirk Hinrich, Delonte West, Mike Dunleavy, Luke Ridnour, Aaron Brooks",8.497313843546333,4,0.8,low,6.135266430908589,0.5,0.0497225953327122,moderate,wide,"Protected around 0.066 of cap, fair around 0.132, walk-away max around 0.202.",Comp support moderate; drift elevated_drift_risk; archetype scarce.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is usable but not airtight; role family is relatively scarce; prototype fit is relatively clear; market anchor band is wide; role identity is still shifting materially.","Jason Terry — High-Usage Primary Creators | Protected 0.066, fair 0.132, walk-away 0.202",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the High-Usage Primary Creators market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.066 to 0.202 of cap, with a weighted midpoint near 0.140. Comp-market support is low, and the early-career drift class is role_shifting_materially.",False,,0,forecast_file_missing,forecast_unavailable,forecast_unavailable,forecast_unavailable,,,,,,0.1263289986711001,0.0597300601871846,-0.010289925835092306,0.0597300601871846,0.45178503690177907,between_fair_and_walkaway,market_band_confirmed_by_model,0.1620740571937313,no_forecast_overlay,Market anchor and baseline model are directionally aligned. No Deliverable 1 macro forecast overlay was available here.,interim_without_forecast_overlay
