season_start_year,name_key,salary_player_name_example,year_salary_total,raw_salary_rows,raw_team_count,any_team_option,any_player_option,any_qualifying_offer,any_two_way_contract,any_terminated
1997,calbert cheaney,Calbert Cheaney,3600000,1,1,0,0,0,0,0
1997,carl herrera,Carl Herrera,1820000,1,1,0,0,0,0,0
1997,carl thomas,Carl Thomas,272250,1,1,0,0,0,0,0
1997,carlos rogers,Carlos Rogers,1900000,1,1,0,0,0,0,0
1997,cedric ceballos,Cedric Ceballos,2605000,1,1,0,0,0,0,0
1997,cedric henderson,Cedric Henderson,250000,1,1,0,0,0,0,0
1997,charles barkley,Charles Barkley,2250000,1,1,0,0,0,0,0
1997,charles oakley,Charles Oakley,2850000,1,1,0,0,0,0,0
1997,charles obannon,Charles O'Bannon,320000,1,1,0,0,0,0,0
1997,charles smith,Charles Smith,4576343,2,2,0,0,0,0,0
1997,charlie ward,Charlie Ward,1054500,1,1,0,0,0,0,0
1997,chauncey billups,Chauncey Billups,2384640,1,1,0,0,0,0,0
1997,cherokee parks,Cherokee Parks,1262640,1,1,0,0,0,0,0
1997,chris anstey,Chris Anstey,713900,1,1,0,0,0,0,0
1997,chris carr,Chris Carr,900000,1,1,0,0,0,0,0
1997,chris childs,Chris Childs,3120000,1,1,0,0,0,0,0
1997,chris crawford,Chris Crawford,242000,1,1,0,0,0,0,0
1997,chris dudley,Chris Dudley,1135000,1,1,0,0,0,0,0
1997,chris garner,Chris Garner,242000,1,1,0,0,0,0,0
1997,chris gatling,Chris Gatling,3656400,1,1,0,0,0,0,0
1997,chris mills,Chris Mills,3000000,1,1,0,0,0,0,0
1997,chris morris,Chris Morris,3000000,1,1,0,0,0,0,0
1997,chris mullin,Chris Mullin,2941500,1,1,0,0,0,0,0
1997,chris robinson,Chris Robinson,325000,1,1,0,0,0,0,0
1997,chris webber,Chris Webber,9000000,1,1,0,0,0,0,0
1997,chris whitney,Chris Whitney,1200000,1,1,0,0,0,0,0
1997,christian laettner,Christian Laettner,5050000,1,1,0,0,0,0,0
1997,chuck person,Chuck Person,2470000,1,1,0,0,0,0,0
1997,chucky brown,Chucky Brown,272250,1,1,0,0,0,0,0
1997,clarence weatherspoon,Clarence Weatherspoon,2800000,1,1,0,0,0,0,0
1997,clifford robinson,Clifford Robinson,1000000,1,1,0,0,0,0,0
1997,clifford rozier,Clifford Rozier,1022250,2,2,0,0,0,0,0
1997,clyde drexler,Clyde Drexler,5500000,1,1,0,0,0,0,0
1997,corey beck,Corey Beck,272250,1,1,0,0,0,0,0
1997,corie blount,Corie Blount,1430000,1,1,0,0,0,0,0
1997,corliss williamson,Corliss Williamson,1199520,1,1,0,0,0,0,0
1997,cory alexander,Cory Alexander,562380,1,1,0,0,0,0,0
1997,craig ehlo,Craig Ehlo,432081,1,1,0,0,0,0,0
1997,dale davis,Dale Davis,5273333,1,1,0,0,0,0,0
1997,dale ellis,Dale Ellis,1920000,1,1,0,0,0,0,0
1997,damon stoudamire,Damon Stoudamire,1748760,1,1,0,0,0,0,0
1997,dan majerle,Dan Majerle,2820000,1,1,0,0,0,0,0
1997,dana barros,Dana Barros,3400000,1,1,0,0,0,0,0
1997,danny ferry,Danny Ferry,4000000,1,1,0,0,0,0,0
1997,danny fortson,Danny Fortson,1291440,1,1,0,0,0,0,0
1997,danny manning,Danny Manning,6833333,1,1,0,0,0,0,0
1997,danny schayes,Danny Schayes,690000,1,1,0,0,0,0,0
1997,darrell armstrong,Darrell Armstrong,350000,1,1,0,0,0,0,0
1997,darrick martin,Darrick Martin,431250,1,1,0,0,0,0,0
1997,darvin ham,Darvin Ham,272250,1,1,0,0,0,0,0
1997,david benoit,David Benoit,609096,1,1,0,0,0,0,0
1997,david robinson,David Robinson,12397440,1,1,0,0,0,0,0
1997,david vaughn,David Vaughn,693840,1,1,0,0,0,0,0
1997,david wesley,David Wesley,1800000,1,1,0,0,0,0,0
1997,david wingate,David Wingate,570000,1,1,0,0,0,0,0
1997,dean garrett,Dean Garrett,1800000,1,1,0,0,0,0,0
1997,dee brown,Dee Brown,3500000,1,1,0,0,0,0,0
1997,dejuan wheat,DeJuan Wheat,262000,2,2,0,0,0,0,0
1997,dell curry,Dell Curry,3660000,1,1,0,0,0,0,0
1997,dennis rodman,Dennis Rodman,4500000,1,1,0,0,0,0,0
1997,dennis scott,Dennis Scott,2920000,1,1,0,0,0,0,0
1997,derek anderson,Derek Anderson,1107240,1,1,0,0,0,0,0
1997,derek fisher,Derek Fisher,703200,1,1,0,0,0,0,0
1997,derek grimm,Derek Grimm,242000,1,1,0,0,0,0,0
1997,derek harper,Derek Harper,1560000,1,1,0,0,0,0,0
1997,derek strong,Derek Strong,326700,1,1,0,0,0,0,0
1997,derrick coleman,Derrick Coleman,8002800,1,1,0,0,0,0,0
1997,derrick mckey,Derrick McKey,3600000,1,1,0,0,0,0,0
1997,detlef schrempf,Detlef Schrempf,3333333,1,1,0,0,0,0,0
1997,dickey simpkins,Dickey Simpkins,1235000,1,1,0,0,0,0,0
1997,dikembe mutombo,Dikembe Mutombo,9615187,1,1,0,0,0,0,0
1997,dino radja,Dino Radja,2500000,1,1,0,0,0,0,0
1997,don maclean,Don MacLean,2120000,1,1,0,0,0,0,0
1997,don reid,Don Reid,1000000,1,1,0,0,0,0,0
1997,donald whiteside,Donald Whiteside,272250,1,1,0,0,0,0,0
1997,donny marshall,Donny Marshall,540000,1,1,0,0,0,0,0
1997,dontae jones,Dontae' Jones,794880,1,1,0,0,0,0,0
1997,dontonio wingfield,Dontonio Wingfield,600000,1,1,0,0,0,0,0
1997,donyell marshall,Donyell Marshall,3990000,1,1,0,0,0,0,0
1997,doug christie,Doug Christie,2012767,1,1,0,0,0,0,0
1997,doug edwards,Doug Edwards,1430000,1,1,0,0,0,0,0
1997,doug overton,Doug Overton,326700,1,1,0,0,0,0,0
1997,doug west,Doug West,2535000,1,1,0,0,0,0,0
1997,duane causwell,Duane Causwell,1211705,1,1,0,0,0,0,0
1997,duane ferrell,Duane Ferrell,1235000,1,1,0,0,0,0,0
1997,ed gray,Ed Gray,723840,1,1,0,0,0,0,0
1997,ed obannon,Ed O'Bannon,1472640,1,1,0,0,0,0,0
1997,ed stokes,Ed Stokes,272500,1,1,0,0,0,0,0
1997,eddie johnson,Eddie Johnson,626700,2,2,0,0,0,0,0
1997,eddie jones,Eddie Jones,2000000,1,1,0,0,0,0,0
1997,elden campbell,Elden Campbell,7000000,1,1,0,0,0,0,0
1997,eldridge recasner,Eldridge Recasner,326700,1,1,0,0,0,0,0
1997,elliot perry,Elliot Perry,2000000,1,1,0,0,0,0,0
1997,elmore spencer,Elmore Spencer,2050000,1,1,0,0,0,0,0
1997,emanual davis,Emanual Davis,326700,1,1,0,0,0,0,0
1997,eric mobley,Eric Mobley,1178000,1,1,0,0,0,0,0
1997,eric montross,Eric Montross,1520000,1,1,0,0,0,0,0
1997,eric murdock,Eric Murdock,272250,1,1,0,0,0,0,0
1997,eric piatkowski,Eric Piatkowski,1587500,1,1,0,0,0,0,0
1997,eric snow,Eric Snow,706300,1,1,0,0,0,0,0
1997,eric washington,Eric Washington,242000,1,1,0,0,0,0,0
1997,eric williams,Eric Williams,1139520,1,1,0,0,0,0,0
1997,erick dampier,Erick Dampier,1478880,1,1,0,0,0,0,0
1997,erick strickland,Erick Strickland,1600000,1,1,0,0,0,0,0
1997,ervin johnson,Ervin Johnson,2281128,1,1,0,0,0,0,0
1997,etdrick bohannon,Etdrick Bohannon,272250,1,1,0,0,0,0,0
1997,felton spencer,Felton Spencer,2178099,1,1,0,0,0,0,0
1997,fred hoiberg,Fred Hoiberg,356400,1,1,0,0,0,0,0
1997,gary grant,Gary Grant,600000,1,1,0,0,0,0,0
1997,gary payton,Gary Payton,10514688,1,1,0,0,0,0,0
1997,gary trent,Gary Trent,1329009,1,1,0,0,0,0,0
1997,george lynch,George Lynch,2115000,1,1,0,0,0,0,0
1997,george mccloud,George McCloud,272250,1,1,0,0,0,0,0
1997,george zidek,George Zidek,784200,1,1,0,0,0,0,0
1997,gerald wilkins,Gerald Wilkins,326700,1,1,0,0,0,0,0
1997,gheorghe muresan,Gheorghe Muresan,1887500,1,1,0,0,0,0,0
1997,glen rice,Glen Rice,4702000,1,1,0,0,0,0,0
1997,glenn robinson,Glenn Robinson,5510000,1,1,0,0,0,0,0
1997,god shammgod,God Shammgod,242250,1,1,0,0,0,0,0
1997,grant hill,Grant Hill,5850000,1,1,0,0,0,0,0
1997,grant long,Grant Long,2610335,1,1,0,0,0,0,0
1997,greg anderson,Greg Anderson,272250,1,1,0,0,0,0,0
1997,greg anthony,Greg Anthony,272250,1,1,0,0,0,0,0
1997,greg foster,Greg Foster,504000,1,1,0,0,0,0,0
1997,greg graham,Greg Graham,1540000,1,1,0,0,0,0,0
1997,greg minor,Greg Minor,2160000,1,1,0,0,0,0,0
1997,greg ostertag,Greg Ostertag,647400,1,1,0,0,0,0,0
1997,hakeem olajuwon,Hakeem Olajuwon,11156000,1,1,0,0,0,0,0
1997,harvey grant,Harvey Grant,4671875,1,1,0,0,0,0,0
1997,haywoode workman,Haywoode Workman,1260000,1,1,0,0,0,0,0
1997,henry james,Henry James,1000000,1,1,0,0,0,0,0
1997,herb williams,Herb Williams,766667,1,1,0,0,0,0,0
1997,hersey hawkins,Hersey Hawkins,3124100,1,1,0,0,0,0,0
1997,horace grant,Horace Grant,14285714,1,1,0,0,0,0,0
1997,horacio llamas grey,Horacio Llamas Grey,272250,1,1,0,0,0,0,0
1997,howard eisley,Howard Eisley,1240000,1,1,0,0,0,0,0
1997,hubert davis,Hubert Davis,537500,1,1,0,0,0,0,0
1997,isaac austin,Isaac Austin,384000,1,1,0,0,0,0,0
1997,isaiah rider,Isaiah Rider,4210000,1,1,0,0,0,0,0
1997,ivano newbill,Ivano Newbill,272250,1,1,0,0,0,0,0
1997,j r reid,J.R. Reid,650000,1,1,0,0,0,0,0
1997,jack haley,Jack Haley,272250,1,1,0,0,0,0,0
1997,jacque vaughn,Jacque Vaughn,601320,1,1,0,0,0,0,0
1997,jalen rose,Jalen Rose,1852500,1,1,0,0,0,0,0
1997,jamal mashburn,Jamal Mashburn,4433334,1,1,0,0,0,0,0
1997,james collins,James Collins,242000,1,1,0,0,0,0,0
1997,james cotton,James Cotton,242000,1,1,0,0,0,0,0
1997,james robinson,James Robinson,1500000,1,1,0,0,0,0,0
1997,jamie feick,Jamie Feick,272250,1,1,0,0,0,0,0
1997,jaren jackson,Jaren Jackson Jr,272250,1,1,0,0,0,0,0
1997,jason caffey,Jason Caffey,850920,1,1,0,0,0,0,0
1997,jason kidd,Jason Kidd,5223333,1,1,0,0,0,0,0
1997,jason lawson,Jason Lawson,242250,1,1,0,0,0,0,0
1997,jayson williams,Jayson Williams,2500000,1,1,0,0,0,0,0
1997,jeff hornacek,Jeff Hornacek,4195000,1,1,0,0,0,0,0
1997,jeff nordgaard,Jeff Nordgaard,242000,1,1,0,0,0,0,0
1997,jerald honeycutt,Jerald Honeycutt,300000,1,1,0,0,0,0,0
1997,jermaine oneal,Jermaine O'Neal,950640,1,1,0,0,0,0,0
1997,jerome allen,Jerome Allen,35000,1,1,0,0,0,0,0
1997,jerome kersey,Jerome Kersey,500000,1,1,0,0,0,0,0
1997,jerome williams,Jerome Williams,652800,1,1,0,0,0,0,0
1997,jerry stackhouse,Jerry Stackhouse,2583360,1,1,0,0,0,0,0
1997,jim jackson,Jim Jackson,4600000,1,1,0,0,0,0,0
1997,jim mcilvaine,Jim McIlvaine,3600000,1,1,0,0,0,0,0
1997,jimmy oliver,Jimmy Oliver,272250,1,1,0,0,0,0,0
1997,joe dumars,Joe Dumars,3000000,1,1,0,0,0,0,0
1997,joe kleine,Joe Kleine,272250,1,1,0,0,0,0,0
1997,joe smith,Joe Smith,3165160,1,1,0,0,0,0,0
1997,joe stephens,Joe Stephens,272250,1,1,0,0,0,0,0
1997,joe wolf,Joe Wolf,480000,1,1,0,0,0,0,0
1997,john crotty,John Crotty,420000,1,1,0,0,0,0,0
1997,john long,John Long,272500,1,1,0,0,0,0,0
1997,john starks,John Starks,5112500,1,1,0,0,0,0,0
1997,john stockton,John Stockton,5000000,1,1,0,0,0,0,0
1997,john thomas,John Thomas,640440,1,1,0,0,0,0,0
1997,john wallace,John Wallace,903120,1,1,0,0,0,0,0
1997,john williams,John Williams,4550000,1,1,0,0,0,0,0
1997,johnny newman,Johnny Newman,1325000,1,1,0,0,0,0,0
1997,johnny taylor,Johnny Taylor,901880,1,1,0,0,0,0,0
1997,jon barry,Jon Barry,272500,1,1,0,0,0,0,0
1997,jud buechler,Jud Buechler,500000,1,1,0,0,0,0,0
1997,juwan howard,Juwan Howard,11250000,1,1,0,0,0,0,0
1997,karl malone,Karl Malone,5118578,1,1,0,0,0,0,0
1997,kebu stewart,Kebu Stewart,242000,1,1,0,0,0,0,0
1997,keith askins,Keith Askins,750000,1,1,0,0,0,0,0
1997,keith booth,Keith Booth,597600,1,1,0,0,0,0,0
1997,keith closs,Keith Closs,1200000,1,1,0,0,0,0,0
1997,keith van horn,Keith Van Horn,2655360,1,1,0,0,0,0,0
1997,kelvin cato,Kelvin Cato,999240,1,1,0,0,0,0,0
1997,ken norman,Ken Norman,3332000,1,1,0,0,0,0,0
1997,kendall gill,Kendall Gill,4400000,1,1,0,0,0,0,0
1997,kenny anderson,Kenny Anderson,5010000,1,1,0,0,0,0,0
1997,kerry kittles,Kerry Kittles,1559040,1,1,0,0,0,0,0
1997,kevin edwards,Kevin Edwards,2640000,1,1,0,0,0,0,0
1997,kevin gamble,Kevin Gamble,1420250,1,1,0,0,0,0,0
1997,kevin garnett,Kevin Garnett,2109120,1,1,0,0,0,0,0
1997,kevin johnson,Kevin Johnson,8000000,1,1,0,0,0,0,0
1997,kevin ollie,Kevin Ollie,272250,1,1,0,0,0,0,0
1997,kevin salvadori,Kevin Salvadori,300000,1,1,0,0,0,0,0
1997,kevin willis,Kevin Willis,1800000,1,1,0,0,0,0,0
1997,khalid reeves,Khalid Reeves,1852000,1,1,0,0,0,0,0
1997,kobe bryant,Kobe Bryant,1167240,1,1,0,0,0,0,0
1997,kurt thomas,Kurt Thomas,1398960,1,1,0,0,0,0,0
1997,lamond murray,Lamond Murray,2900000,1,1,0,0,0,0,0
1997,laphonso ellis,LaPhonso Ellis,3650000,1,1,0,0,0,0,0
1997,larry johnson,Larry Johnson,8460714,1,1,0,0,0,0,0
1997,latrell sprewell,Latrell Sprewell,7770000,1,1,0,0,0,0,0
1997,lawrence funderburke,Lawrence Funderburke,500000,1,1,0,0,0,0,0
1997,lee mayberry,Lee Mayberry,1320000,1,1,0,0,0,0,0
1997,lindsey hunter,Lindsey Hunter,1750000,1,1,0,0,0,0,0
1997,lionel simmons,Lionel Simmons,3716500,1,1,0,0,0,0,0
1997,loren meyer,Loren Meyer,722760,1,1,0,0,0,0,0
1997,lorenzen wright,Lorenzen Wright,1701720,1,1,0,0,0,0,0
1997,lorenzo williams,Lorenzo Williams,1128000,1,1,0,0,0,0,0
1997,loy vaught,Loy Vaught,3350000,1,1,0,0,0,0,0
1997,luc longley,Luc Longley,3184900,1,1,0,0,0,0,0
1997,lucious harris,Lucious Harris,1440000,1,1,0,0,0,0,0
1997,mahmoud abdul rauf,Mahmoud Abdul-Rauf,3300000,1,1,0,0,0,0,0
1997,malcolm huckaby,Malcolm Huckaby,242000,1,1,0,0,0,0,0
1997,malik rose,Malik Rose,272250,1,1,0,0,0,0,0
1997,malik sealy,Malik Sealy,1150000,1,1,0,0,0,0,0
1997,marcus brown,Marcus Brown,500000,1,1,0,0,0,0,0
1997,marcus camby,Marcus Camby,2799240,1,1,0,0,0,0,0
1997,mario bennett,Mario Bennett,902500,2,2,0,0,0,0,0
1997,mario elie,Mario Elie,2430000,1,1,0,0,0,0,0
1997,mark bryant,Mark Bryant,2250000,1,1,0,0,0,0,0
1997,mark davis,Mark Davis,326700,1,1,0,0,0,0,0
1997,mark jackson,Mark Jackson,3200000,1,1,0,0,0,0,0
1997,mark pope,Mark Pope,242000,1,1,0,0,0,0,0
1997,mark price,Mark Price,4090920,1,1,0,0,0,0,0
1997,mark strickland,Mark Strickland,272250,1,1,0,0,0,0,0
1997,mark west,Mark West,650000,1,1,0,0,0,0,0
1997,marko milic,Marko Milic,242000,1,1,0,0,0,0,0
1997,martin muursepp,Martin Muursepp,675120,1,1,0,0,0,0,0
1997,matt bullard,Matt Bullard,326700,1,1,0,0,0,0,0
1997,matt fish,Matt Fish,150000,1,1,0,0,0,0,0
1997,matt geiger,Matt Geiger,1402000,1,1,0,0,0,0,0
1997,matt maloney,Matt Maloney,326700,1,1,0,0,0,0,0
1997,maurice taylor,Maurice Taylor,1051800,1,1,0,0,0,0,0
1997,michael cage,Michael Cage,2055421,1,1,0,0,0,0,0
1997,michael curry,Michael Curry,500000,1,1,0,0,0,0,0
1997,michael finley,Michael Finley,816840,1,1,0,0,0,0,0
1997,michael jordan,Michael Jordan,33140000,1,1,0,0,0,0,0
1997,michael smith,Michael Smith,1920000,1,1,0,0,0,0,0
1997,michael stewart,Michael Stewart,242000,1,1,0,0,0,0,0
1997,micheal williams,Micheal Williams,2775000,1,1,0,0,0,0,0
1997,mitch richmond,Mitch Richmond,3000000,1,1,0,0,0,0,0
1997,mitchell butler,Mitchell Butler,272250,1,1,0,0,0,0,0
1997,monty williams,Monty Williams,1235000,1,1,0,0,0,0,0
1997,mookie blaylock,Mookie Blaylock,3000000,1,1,0,0,0,0,0
1997,muggsy bogues,Muggsy Bogues,1800000,1,1,0,0,0,0,0
1997,nate huffman,Nate Huffman,20000,1,1,0,0,0,0,0
1997,nate mcmillan,Nate McMillan,3500000,1,1,0,0,0,0,0
1997,nick anderson,Nick Anderson,4000000,1,1,0,0,0,0,0
1997,nick van exel,Nick Van Exel,1900000,1,1,0,0,0,0,0
1997,olden polynice,Olden Polynice,3610000,1,1,0,0,0,0,0
1997,othella harrington,Othella Harrington,326700,1,1,0,0,0,0,0
1997,otis thorpe,Otis Thorpe,5700000,1,1,0,0,0,0,0
1997,patrick ewing,Patrick Ewing,20500000,1,1,0,0,0,0,0
1997,patrick savoy,Patrick Savoy,25000,1,1,0,0,0,0,0
1997,paul grant,Paul Grant,785400,1,1,0,0,0,0,0
1997,pervis ellison,Pervis Ellison,2090000,1,1,0,0,0,0,0
1997,pete chilcutt,Pete Chilcutt,700000,1,1,0,0,0,0,0
1997,pete myers,Pete Myers,272250,1,1,0,0,0,0,0
1997,pj brown,PJ Brown,3844800,1,1,0,0,0,0,0
1997,pooh richardson,Pooh Richardson,2820710,1,1,0,0,0,0,0
1997,popeye jones,Popeye Jones,1886538,1,1,0,0,0,0,0
1997,priest lauderdale,Priest Lauderdale,630000,1,1,0,0,0,0,0
1997,randolph childress,Randolph Childress,760000,1,1,0,0,0,0,0
1997,randy brown,Randy Brown,1260000,1,1,0,0,0,0,0
1997,randy livingston,Randy Livingston,326700,1,1,0,0,0,0,0
1997,randy woods,Randy Woods,500000,1,1,0,0,0,0,0
1997,rasheed wallace,Rasheed Wallace,2329080,1,1,0,0,0,0,0
1997,ray allen,Ray Allen,2052360,1,1,0,0,0,0,0
1997,reggie geary,Reggie Geary,272250,1,1,0,0,0,0,0
1997,reggie jordan,Reggie Jordan,272250,1,1,0,0,0,0,0
1997,reggie miller,Reggie Miller,9031850,1,1,0,0,0,0,0
1997,reggie slater,Reggie Slater,350000,1,1,0,0,0,0,0
1997,rex chapman,Rex Chapman,326700,1,1,0,0,0,0,0
1997,rex walters,Rex Walters,1430000,1,1,0,0,0,0,0
1997,rick brunson,Rick Brunson,5000,1,1,0,0,0,0,0
1997,rick fox,Rick Fox,1000000,1,1,0,0,0,0,0
1997,rick mahorn,Rick Mahorn,480000,1,1,0,0,0,0,0
1997,rik smits,Rik Smits,4000000,1,1,0,0,0,0,0
1997,robert horry,Robert Horry,6000000,1,1,0,0,0,0,0
1997,robert pack,Robert Pack,3240000,1,1,0,0,0,0,0
1997,robert parish,Robert Parish,1150000,1,1,0,0,0,0,0
1997,rod strickland,Rod Strickland,3450000,1,1,0,0,0,0,0
1997,rodney rogers,Rodney Rogers,2640000,1,1,0,0,0,0,0
1997,rodrick rhodes,Rodrick Rhodes,555900,1,1,0,0,0,0,0
1997,ron grandison,Ron Grandison,272250,1,1,0,0,0,0,0
1997,ron harper,Ron Harper,4560000,1,1,0,0,0,0,0
1997,ron mercer,Ron Mercer,1768320,1,1,0,0,0,0,0
1997,ron riley,Ron Riley,50000,1,1,0,0,0,0,0
1997,rony seikaly,Rony Seikaly,4002000,1,1,0,0,0,0,0
1997,roy rogers,Roy Rogers,763080,1,1,0,0,0,0,0
1997,ruben nembhard,Ruben Nembhard,50000,1,1,0,0,0,0,0
1997,rumeal robinson,Rumeal Robinson,272250,1,1,0,0,0,0,0
1997,sam cassell,Sam Cassell,2500000,1,1,0,0,0,0,0
1997,sam mack,Sam Mack,455000,1,1,0,0,0,0,0
1997,sam mitchell,Sam Mitchell,1400000,1,1,0,0,0,0,0
1997,sam perkins,Sam Perkins,3370000,1,1,0,0,0,0,0
1997,samaki walker,Samaki Walker,1433040,1,1,0,0,0,0,0
1997,scot pollard,Scot Pollard,818160,1,1,0,0,0,0,0
1997,scott brooks,Scott Brooks,50000,1,1,0,0,0,0,0
1997,scott burrell,Scott Burrell,1430000,1,1,0,0,0,0,0
1997,scott williams,Scott Williams,2850000,1,1,0,0,0,0,0
1997,scottie pippen,Scottie Pippen,2775000,1,1,0,0,0,0,0
1997,sean elliott,Sean Elliott,5333333,1,1,0,0,0,0,0
1997,sean higgins,Sean Higgins,272250,1,1,0,0,0,0,0
1997,sean rooks,Sean Rooks,1440000,1,1,0,0,0,0,0
1997,serge zwikker,Serge Zwikker,242000,1,1,0,0,0,0,0
1997,shandon anderson,Shandon Anderson,1200000,1,1,0,0,0,0,0
1997,shane heal,Shane Heal,384000,1,1,0,0,0,0,0
1997,shaquille oneal,Shaquille O'Neal,12857143,1,1,0,0,0,0,0
1997,shareef abdur rahim,Shareef Abdur-Rahim,2513760,1,1,0,0,0,0,0
1997,sharone wright,Sharone Wright,3500000,1,1,0,0,0,0,0
1997,shawn bradley,Shawn Bradley,5940000,1,1,0,0,0,0,0
1997,shawn kemp,Shawn Kemp,8600000,1,1,0,0,0,0,0
1997,shawn respert,Shawn Respert,1602120,1,1,0,0,0,0,0
1997,shawnelle scott,Shawnelle Scott,500000,1,1,0,0,0,0,0
1997,shea seals,Shea Seals,242000,1,1,0,0,0,0,0
1997,sherell ford,Sherell Ford,670800,1,1,0,0,0,0,0
1997,sherman douglas,Sherman Douglas,4297250,2,2,0,0,0,0,0
1997,stacey augmon,Stacey Augmon,2800000,1,1,0,0,0,0,0
1997,stacey king,Stacey King,100000,1,1,0,0,0,0,0
1997,stanley roberts,Stanley Roberts,3750000,1,1,0,0,0,0,0
1997,stephen howard,Stephen Howard,272250,1,1,0,0,0,0,0
1997,stephon marbury,Stephon Marbury,2266320,1,1,0,0,0,0,0
1997,steve henson,Steve Henson,272250,1,1,0,0,0,0,0
1997,steve kerr,Steve Kerr,750000,1,1,0,0,0,0,0
1997,steve nash,Steve Nash,1053360,1,1,0,0,0,0,0
1997,steve scheffler,Steve Scheffler,330000,1,1,0,0,0,0,0
1997,steve smith,Steve Smith,5400000,1,1,0,0,0,0,0
1997,stojko vrankovic,Stojko Vrankovic,3580000,1,1,0,0,0,0,0
1997,tariq abdul wahad,Tariq Abdul-Wahad,1226880,1,1,0,0,0,0,0
1997,terrell brandon,Terrell Brandon,1469440,1,1,0,0,0,0,0
1997,terry cummings,Terry Cummings,1000000,1,1,0,0,0,0,0
1997,terry davis,Terry Davis,272250,1,1,0,0,0,0,0
1997,terry dehere,Terry Dehere,886125,2,2,0,0,0,0,0
1997,terry mills,Terry Mills,1000000,1,1,0,0,0,0,0
1997,terry porter,Terry Porter,2000000,1,1,0,0,0,0,0
1997,theo ratliff,Theo Ratliff,928080,1,1,0,0,0,0,0
1997,tim breaux,Tim Breaux,272250,1,1,0,0,0,0,0
1997,tim duncan,Tim Duncan,2967840,1,1,0,0,0,0,0
1997,tim hardaway,Tim Hardaway,4800000,1,1,0,0,0,0,0
1997,tim kempton,Tim Kempton,272250,1,1,0,0,0,0,0
1997,tim legler,Tim Legler,1105000,1,1,0,0,0,0,0
1997,tim thomas,Tim Thomas,1614240,1,1,0,0,0,0,0
1997,todd day,Todd Day,272250,1,1,0,0,0,0,0
1997,todd fuller,Todd Fuller,1293240,1,1,0,0,0,0,0
1997,todd lindeman,Todd Lindeman,15000,1,1,0,0,0,0,0
1997,tom chambers,Tom Chambers,272250,1,1,0,0,0,0,0
1997,tom gugliotta,Tom Gugliotta,5500000,1,1,0,0,0,0,0
1997,tom hammonds,Tom Hammonds,970000,1,1,0,0,0,0,0
1997,toni kukoc,Toni Kukoc,4560000,1,1,0,0,0,0,0
1997,tony battie,Tony Battie,1946880,1,1,0,0,0,0,0
1997,tony delk,Tony Delk,1000680,1,1,0,0,0,0,0
1997,tony dumas,Tony Dumas,1330000,1,1,0,0,0,0,0
1997,tony farmer,Tony Farmer,272250,1,1,0,0,0,0,0
1997,tony massenburg,Tony Massenburg,750000,1,1,0,0,0,0,0
1997,tracy mcgrady,Tracy McGrady,1359360,1,1,0,0,0,0,0
1997,tracy murray,Tracy Murray,2040000,1,1,0,0,0,0,0
1997,travis best,Travis Best,752000,1,1,0,0,0,0,0
1997,travis knight,Travis Knight,2000000,1,1,0,0,0,0,0
1997,travis williams,Travis Williams,242000,1,1,0,0,0,0,0
1997,tree rollins,Tree Rollins,1470000,1,1,0,0,0,0,0
1997,troy hudson,Troy Hudson,242000,1,1,0,0,0,0,0
1997,tyrone corbin,Tyrone Corbin,326700,1,1,0,0,0,0,0
1997,tyrone hill,Tyrone Hill,4110000,1,1,0,0,0,0,0
1997,tyus edney,Tyus Edney,400000,1,1,0,0,0,0,0
1997,vin baker,Vin Baker,4064373,1,1,0,0,0,0,0
1997,vincent askew,Vincent Askew,272250,1,1,0,0,0,0,0
1997,vinny del negro,Vinny Del Negro,2298777,1,1,0,0,0,0,0
1997,vitaly potapenko,Vitaly Potapenko,1228560,1,1,0,0,0,0,0
1997,vlade divac,Vlade Divac,4833333,1,1,0,0,0,0,0
1997,voshon lenard,Voshon Lenard,2364597,1,1,0,0,0,0,0
1997,walt williams,Walt Williams,3750000,1,1,0,0,0,0,0
1997,walter mccarty,Walter McCarty,862560,1,1,0,0,0,0,0
1997,wesley person,Wesley Person,3500000,1,1,0,0,0,0,0
1997,will perdue,Will Perdue,1987500,1,1,0,0,0,0,0
1997,william cunningham,William Cunningham,50000,1,1,0,0,0,0,0
1997,yinka dare,Yinka Dare,1552500,1,1,0,0,0,0,0
1997,zan tabak,Zan Tabak,950000,1,1,0,0,0,0,0
1997,zydrunas ilgauskas,Zydrunas Ilgauskas,828000,1,1,0,0,0,0,0
1998,a c green,A.C. Green,5125088,1,1,0,0,0,0,0
1998,aaron mckie,Aaron McKie,1430000,1,1,0,0,0,0,0
1998,aaron williams,Aaron Williams,575000,1,1,0,0,0,0,0
1998,adam keefe,Adam Keefe,2650000,1,1,0,0,0,0,0
1998,adonal foyle,Adonal Foyle,1701000,1,1,0,0,0,0,0
1998,adonis jordan,Adonis Jordan,350000,1,1,0,0,0,0,0
1998,al harrington,Al Harrington,543000,1,1,0,0,0,0,0
1998,alan henderson,Alan Henderson,4725000,1,1,0,0,0,0,0
1998,allan houston,Allan Houston,7000000,1,1,0,0,0,0,0
1998,allen iverson,Allen Iverson,3537000,1,1,0,0,0,0,0
1998,alonzo mourning,Alonzo Mourning,13130000,1,1,0,0,0,0,0
1998,andrae patterson,Andrae Patterson,287500,1,1,0,0,0,0,0
