PLAYER_ID,PLAYER_NAME,SEASON_ID,Scoring_Metric_Score,Efficiency_Metric_Score,Playmaking_Metric_Score,Defense_Metric_Score,Control_Metric_Score
1882,Elton Brand,1999-00,58.775596682422716,35.755493939906586,6.229362137286923,63.33393971759334,61.96267331764359
1882,Elton Brand,2000-01,54.135922962793046,33.89551620938695,20.44016722678723,63.777367476413836,56.523496658694285
1882,Elton Brand,2001-02,49.311412690190956,63.0226910452517,19.873741276745445,81.23873100847277,72.72253481114227
1882,Elton Brand,2002-03,47.010221518493715,42.89230030723219,16.4533022096869,96.4729338651682,65.8598017501761
1882,Elton Brand,2003-04,54.74982792466654,54.26198333647272,22.92167739158775,81.60212065330622,59.4817576157964
1882,Elton Brand,2004-05,58.431661209353436,48.14687509760086,20.935959812664947,79.53521687245718,56.535513244333465
1882,Elton Brand,2005-06,72.4365449914963,60.16940086829607,22.27123711195494,99.47621355946448,53.42261006301793
1882,Elton Brand,2006-07,57.39258318260906,60.70308298089999,22.014986979835356,88.18757694163266,51.56074499287622
1882,Elton Brand,2007-08,54.42666496235638,33.803123956345324,15.544126173448744,68.52787002592856,48.29055687789815
1882,Elton Brand,2008-09,41.82293292902415,15.070652659648978,2.01841086445858,65.80871115751087,59.48794851495261
1882,Elton Brand,2009-10,41.809442138357454,31.455643314603275,12.875504416179389,60.10750163362477,40.44958492619391
1882,Elton Brand,2010-11,41.75354708214291,47.50864098130352,20.231985340968198,68.16523608312947,50.95219391543304
1882,Elton Brand,2011-12,33.53332839611814,32.799395543631846,25.504237210664076,81.49326779255331,52.583945277823155
1882,Elton Brand,2012-13,27.10584995223737,22.35708377533531,21.01953034461845,70.18119970915869,61.00330694265137
1882,Elton Brand,2013-14,20.42178674404727,51.50496099645786,21.644165889310468,63.09310249107567,52.59715411106766
1882,Elton Brand,2014-15,5.031196836852134,2.38247613728614,20.892145629579435,72.53043056348545,39.21095001027973
1882,Elton Brand,2015-16,22.725682562412896,4.332256068250088,31.192255313837,42.24731576604205,55.125741915114325
